-0.4593289,4.5636011,true
-0.6495531,4.5032101,true
-0.8355421,4.4353106,true
-1.0196079,4.3559760,true
-1.1954395,4.2640457,true
-1.3624953,4.1564693,true
-1.5183001,4.0327397,true
-1.6611744,3.8943793,true
-1.7907139,3.7426585,true
-1.9052920,3.5804322,true
-2.0054296,3.4080938,true
-2.0904694,3.2275444,true
-2.1596964,3.0411842,true
-2.2132937,2.8489169,true
-2.2502522,2.6531557,true
-2.2696290,2.4548724,true
-2.2711152,2.2554022,true
-2.2549780,2.0568485,true
-2.2217553,1.8602212,true
-2.1721045,1.6673536,true
-2.1063177,1.4788167,true
-2.0252798,1.2969509,true
-1.9292904,1.1220578,true
-1.8192846,0.9549373,true
-1.6984837,0.7975682,true
-1.5667642,0.6469582,true
-1.4258868,0.5045090,true
-1.2774543,0.3721329,true
-1.1210406,0.2506359,true
-0.9557003,0.1413729,true
