0.6852242,-0.0690246,5.4110501
0.4885029,-0.0343694,5.3064538
0.2943745,0.0081218,5.1991316
0.1024184,0.0583479,5.0889129
-0.0875993,0.1162482,4.9752800
-0.2754764,0.1816737,4.8577908
-0.4604125,0.2542687,4.7377966
-0.6424240,0.3340161,4.6156162
-0.8213689,0.4209635,4.4915801
-0.9963321,0.5148851,4.3662938
-1.1672559,0.6161266,4.2410601
-1.3337415,0.7250599,4.1162657
-1.4949452,0.8419533,3.9923822
-1.6493188,0.9666333,3.8696212
-1.7966911,1.1001227,3.7422254
-1.9357094,1.2427786,3.6091498
-2.0642920,1.3942485,3.4647347
-2.1811763,1.5551190,3.2999487
-2.2837477,1.7256047,3.1796295
-2.3693033,1.9050608,3.2162807
-2.4366832,2.0919572,3.2546781
-2.4855879,2.2846667,3.2951354
-2.5159582,2.4812146,3.3387881
-2.5278844,2.6794653,3.3876314
-2.5217631,2.8782088,3.4395767
-2.4980903,3.0757517,3.4951966
-2.4576368,3.2701475,3.5553328
-2.4010547,3.4607866,3.6173971
-2.3291982,3.6463368,3.6816581
-2.2432347,3.8252320,3.7474231
-2.1436472,3.9975010,3.8133574
-2.0316314,4.1618852,3.8791585
-1.9082298,4.3176779,3.9433215
-1.7744180,4.4649497,4.0062351
-1.6318094,4.6033211,4.0660935
-1.4814174,4.7330814,4.1224319
-1.3236482,4.8548649,4.1764395
-1.1606755,4.9678772,4.2216210
-0.9919190,5.0732364,4.2603309
-0.8185023,5.1708029,4.2890675
-0.6414038,5.2605880,4.2918033
-0.4598801,5.3430472,4.2946337
-0.2759391,5.4174864,4.4091576
-0.0887735,5.4854066,4.5299819
0.1000601,5.5479215,4.6612150
0.2899513,5.6069744,4.7869720
0.4808289,5.6634558,4.9099206
0.6720908,5.7173009,5.0250836
0.8643483,5.7687085,5.1383073
1.0570668,5.8175466,5.2458760
1.2505226,5.8639223,5.3507896
1.4445041,5.9078329,5.4524926
1.6390554,5.9493495,5.5507335
1.8339956,5.9884926,5.6475248
2.0295593,6.0253603,5.7403719
2.2253516,6.0599227,5.8323060
2.4216829,6.0922692,5.9215208
2.6183073,6.1223790,6.0093605
2.8151174,6.1502532,6.0956914
3.0125466,6.1759550,6.1123070
3.2096789,6.1993423,6.1003804
3.4078084,6.2204940,5.9631895
3.6056906,6.2391065,5.8249513
3.8039024,6.2550198,5.6847723
4.0025198,6.2679577,5.5426200
4.2007037,6.2775410,5.3994760
4.3998944,6.2834209,5.2542252
4.5986364,6.2849868,5.1085431
4.7973564,6.2816591,4.9621864
4.9962173,6.2728233,4.8152567
5.1942645,6.2580046,4.6678632
5.3921027,6.2366270,4.5190786
5.5889578,6.2081107,4.3682576
5.7841590,6.1718328,4.2161918
5.9781720,6.1268243,4.0702966
6.1694344,6.0723840,3.9299573
6.3571287,6.0075979,3.7958798
6.5410760,5.9311481,3.6721532
6.7190161,5.8425340,3.5445465
6.8895619,5.7408992,3.4102931
7.0515263,5.6249899,3.2399991
7.2018218,5.4949438,3.0393118
7.3370407,5.3498139,2.8028629
7.4529624,5.1880687,2.8953679
7.5465514,5.0127159,2.9974784
7.6175020,4.8272761,3.0988821
7.6669874,4.6344504,3.2055328
7.6961046,4.4373368,3.3157435
7.7063793,4.2389084,3.4281969
7.6996578,4.0409320,3.5420296
7.6774051,3.8425519,3.6522752
7.6412528,3.6468676,3.7591198
7.5925722,3.4544286,3.8621361
7.5323981,3.2654206,3.9610034
7.4614582,3.0799451,4.0555766
7.3803484,2.8984719,4.1450389
7.2897551,2.7220103,4.2292952
7.1899250,2.5507943,4.3085740
7.0808367,2.3849092,4.3826956
6.9625892,2.2241053,4.4516910
6.8372964,2.0699588,4.5140228
6.7057433,1.9220018,4.5693336
6.5671575,1.7785507,4.6192666
6.4230973,1.6406967,4.6625117
6.2750672,1.5092712,4.6954853
6.1210088,1.3821110,4.7223946
5.9635815,1.2611845,4.7367969
5.8018805,1.1455350,4.7383350
5.6356378,1.0349259,4.7308354
5.4670826,0.9307481,4.7379265
5.2938517,0.8315109,4.7570481
5.1185966,0.7385784,4.8408614
4.9398662,0.6505707,4.9264108
4.7591634,0.5676563,5.0151813
4.5762921,0.4892009,5.1003828
4.3916216,0.4150980,5.1825242
4.2053184,0.3453669,5.2589301
4.0174139,0.2800220,5.3329843
3.8279472,0.2191169,5.3998001
3.6373370,0.1628138,5.4651836
3.4449896,0.1109903,5.5205323
3.2519064,0.0639604,5.5733394
3.0572938,0.0215877,5.6165374
2.8619707,-0.0158801,5.6553529
2.6657858,-0.0484064,5.6876625
2.4684488,-0.0759353,5.7144284
2.2715215,-0.0981740,5.7378614
2.0724179,-0.1152677,5.7559779
1.8745595,-0.1267710,5.7729749
1.6752175,-0.1326900,5.7881664
1.4761011,-0.1327750,5.7626346
1.2786015,-0.1268782,5.7036529
1.0787244,-0.1144981,5.6088217
0.8809672,-0.0953790,5.5561289
0.6852242,-0.0690246,5.4110501
